"Service name","Type of establishment","Services provided","Address line 1","Address line 2",Postcode,"Last inspection date",Telephone,Sector
"Gwersyllt Dental Care","Dental Practices",Dental,"2 High Street","Gwersyllt, Wrexham","LL11 4LA",27/09/2018,"'01978 757409",Private/Independent
"Gwrych Medical Centre","GP Surgeries","GP services","Cae Eithin",Conwy,"LL22 8LJ",,"'01745 824111",NHS
"Gwynfryn Dental Practice","Dental Practices",Dental,"Holyhead Road",Bangor,"LL57 2EE",09/10/2024,"'01248 372888",Private/Independent
"Hafan Wen",Clinics,"Mental Health","Watery Road",Wrexham,"LL13 7NQ",25/01/2024,"'01978 313904",Private/Independent
"Hafod Surgery","GP Surgeries","GP services","8 Morgan Street Hafod",Swansea,SA12LU,,"'01792 655435",NHS
"Hafod y Wennol Assessment and Treatment Unit",Hospitals,,Hensol,Cardiff,"CF72 8YS",30/09/2016,"'01443 220414",NHS
"Agincourt Dental","Dental Practices",Dental,"29 Monnow Street",Monmouth,"NP25 3EF",10/02/2017,"'01600 716815",Private/Independent
"Harbour View Surgery","GP Surgeries","GP services","56 Station Road","Burry Port","SA16 0LW",28/04/2017,"'01554 835555",NHS
"Harbourside Health Centre","GP Surgeries","GP services","Beacon Centre for Health Langdon Road",Swansea,SA18QY,10/01/2025,"'01792 481456",NHS
"Newbridge Dental Care","Dental Practices",Dental,"Sarratt House, High Street",Newbridge,"NP11 4FW",14/05/2018,"'01495 243233","NHS, Private/Independent"
"Hawarden Dental Practice","Dental Practices",Dental,"90 The Highway",Flintshire,"CH5 3DJ",09/04/2018,"'01244 537073",Private/Independent
"Hawthorn Dental","Dental Practices",Dental,"School Lane, Hawthorn",Pontypridd,"CF37 5AL",20/06/2018,"'01443 842301",Private/Independent
"Hay Medical Centre","GP Surgeries","GP services","Forest Road","Hay on Wye","HR3 5DS",,"'01497 822100",NHS
"Hayden Dental","Dental Practices",Dental,"Castle Hill",Carmarthen,"SA31 1JW",19/10/2021,"'01267 236091","NHS, Private/Independent"
"Haygarth Medical Centre","GP Surgeries","GP services","Hay Road",Talgarth,LD30AW,29/12/2020,"'01874 713000",NHS
"Hay-on-Wye Dental Centre","Dental Practices",Dental,"Oxford Road",Hay-on-Wye,"HR3 5AL",30/10/2024,"'01497 820421","NHS, Private/Independent"
"Health Centre","GP Surgeries","GP services","University of South Wales Treforest",Pontypridd,"CF37 1DL",,"'01443 482081",NHS
"Cwmafan Health Centre","GP Surgeries","GP services",Penllyn,"Port Talbot","SA12 9PY",11/10/2019,"'01639 896244",NHS
"Cwmbran Dental Care","Dental Practices",Dental,"19a Caradoc Road",Cwmbran,"NP44 1PP",18/06/2025,"'01633 877618",Private/Independent
"Cwmbran Dental Spa","Dental Practices",Dental,"2 Ashford Close The Highway","Croesyceiliog, Cwmbran","NP44 2AZ",14/05/2018,"'01633 483029","NHS, Private/Independent"
"Cwmbran Village Surgery","GP Surgeries","GP services","Victoria Street",Cwmbran,"NP44 3JS",,"'01633 871177",NHS
"Cwmbwrla Dental Practice","Dental Practices",Dental,"4 Mansel Terrace",Swansea,"SA5 8NN",17/06/2020,"'01792 652433","NHS, Private/Independent"
"Cwmdulais Dental Practice","Dental Practices",Dental,"8 Station Road Crynant",Neath,"SA10 8NW",24/06/2026,"'01639 750260","NHS, Private/Independent"
"Cwmfelin Medical Centre","GP Surgeries","GP services","298 Carmarthen Road",Swansea,SA11HW,,"'01792 653941",NHS
"Cwmtawe Dental Practice","Dental Practices",Dental,"36 High Street Clydach",Swansea,"SA6 5LG",10/05/2022,"'01792 845276","NHS, Private/Independent"
"Cyfarthfa Dental Care","Dental Practices",Dental,"Rookwood House","Merthyr Tydfil","CF47 8DP",06/10/2022,"'01685 379501",NHS
"Cymmer Surgery","GP Surgeries","GP services","Station Road","Cymmer, Neath Port Talbot","SA13 3EF",14/09/2017,"'01639 850543",NHS
"Cyncoed Consulting Rooms",Clinics,,"277 & 350 Cyncoed Road",Cardiff,"CF23 6PA",14/03/2018,"'02920 764611",Private/Independent
"Cyncoed Medical Practice","GP Surgeries","GP services","Dartington Drive",Pontprennau,"CF23 8SQ",29/06/2026,"'029 2054 5260",NHS
"Cynon Vale Medical Practice","GP Surgeries","GP services","8 Cardiff Road","Mountain Ash","CF45 4EY",,"'01443 476505",NHS
"Cynon Vale Medical Practice","GP Surgeries","GP services","215 Penrhiwceiber Road","Mountain Ash",CF453UN,,"'01443 473218",NHS
"Daly & Associates Dental Surgery","Dental Practices",Dental,"77 Tynewydd Road",Barry,"CF62 8BA",,"'01446 734640",NHS
"Danescourt Surgery","GP Surgeries","GP services","4 Rachel Close Danescourt",Danescourt,CF52SH,19/06/2019,"'029 2057 8686",NHS
"Dannadd Davies Dental Practice","Dental Practices",Dental,"33 Bangor Street",Gwynedd,"LL55 1AR",15/02/2018,"'01286 673337","NHS, Private/Independent"
"Dant y Coed Dental Surgery","Dental Practices",Dental,"1 - 2 Maelor Buildings Heol Maelor",Wrexham,"LL11 3NG",15/07/2021,"'01978 759876","NHS, Private/Independent"
"Andrew Thomas Dental Centre","Dental Practices",Dental,"First Floor Suite, Parade House, 50 The Parade",Cardiff,"CF24 3AB",24/04/2017,"'02920 216200",Private/Independent
"Deeside Community Hospital",Hospitals,,"Plough Lane Higher Shotton",Deeside,CH51XS,27/02/2017,"'01244 830461",NHS
"Deeside Dental Surgery","Dental Practices",Dental,"55 High Street",Flintshire,"CH5 4DD",08/11/2018,"'01244 813867",Private/Independent
"Deeside Medical Centre","GP Surgeries","GP services","17-21 Chester Road East",Flintshire,CH51QA,07/05/2025,"'01244 831698",NHS
"Defy Time Cosmetic Clinic",Hospitals,"Laser - non-surgical (e.g. hair or tattoo removal)","466 Gower Road, Killay",Swansea,"SA2 7DZ",13/02/2020,"'01792 208466",Private/Independent
"Deganwy Dental Practice","Dental Practices",Dental,"Station Road",Conwy,"LL31 9EJ",23/05/2025,"'01492 580099",Private/Independent
"Deiniolen Surgery","GP Surgeries","GP services","Deiniol Road",Gwynedd,"LL55 3LL",,"'01286 871094",NHS
"Essendene Surgery","GP Surgeries","GP services","Worcester Street",Brynmawr,"NP23 4DE",,"'01495 312909",NHS
"Evans Dental Surgery","Dental Practices",Dental,"1st Floor, Tannery Building Bridge Street",Brecon,LD38AH,14/06/2018,"'01874 623357",NHS
"Eyton Place Surgery","GP Surgeries","GP services","112 Church Street",Flintshire,CH65AF,,"'01352 733194",NHS
"FACE Cosmetics",Hospitals,"Laser - non-surgical (e.g. hair or tattoo removal)","27 Castle Arcade",Cardiff,"CF10 1BW",25/04/2017,'02.920226066E9,Private/Independent
"Fairfield Surgery","GP Surgeries","GP services","Port Talbot Resource Centre Moor Road","Port Talbot","SA12 7BJ",,"'01639 500590",NHS
"Fairfield Surgery","GP Surgeries","GP services","1 Park Crescent",Llanelli,"SA15 3AE",,"'01554 773133",NHS
"Chepstow Dental Care","Dental Practices",Dental,"Welsh Street",Gwent,"NP16 5LR",02/12/2016,"'01291 622 450",Private/Independent
"MyDentist – Fairwater","Dental Practices",Dental,"50 Pentrebane Road","Fairwater, Cardiff","CF5 3RE",29/01/2018,"'029 2056 2306","NHS, Private/Independent"
"Fairwater Green Dental Practice","Dental Practices",Dental,"6 Fairwater Green",Cardiff,"CF5 3BA",16/11/2023,"'029 2055 3463",Private/Independent
"Fairwater Health Centre","GP Surgeries","GP services","Plasmawr Road",Fairwater,CF53JT,24/04/2026,"'029 2056 6291",NHS
"Nant Dowlais Health Centre, Fairwater","GP Surgeries","GP services","Fairwater Square",Cwmbran,"NP44 4TA",23/11/2022,"'01633 869544",NHS
"Family Dental Care","Dental Practices",Dental,"26A Cowbridge Road West",Ely,CF55BS,20/11/2019,"'029 2056 7000",NHS
"Family Dental Centre","Dental Practices",Dental,"40 Queen Street","Pembroke Dock","SA72 6JE",,"'01646 685026",NHS
"MyDentist – Family Dental Practice, Milford Haven","Dental Practices",Dental,"Robert Street","Milford Haven","SA73 2DH",27/02/2019,"'01646 690220",Private/Independent
"MyDentist – Feidr Fair Dental Practice","Dental Practices",Dental,"7 Feidrfair",Cardigan,"SA43 1DU",10/08/2023,"'01239 613694","NHS, Private/Independent"
"Ferndale Dental Surgery","Dental Practices",Dental,"27 High Street",Ferndale,"CF43 4RH",,"'01443 732030",NHS
"Ferndale Medical Centre","GP Surgeries","GP services","56 - 58 High Street",Ferndale,"CF43 4XX",11/06/2026,"'01443 730539",NHS
"Ffestiniog Memorial Hospital",Hospitals,,"Wynne Rd","Blaenau Ffestiniog","LL41 3DW",,"'01766 831281",NHS
"Fforestfach Medical Group (Bradley Practice)","GP Surgeries","GP services","Ravenhill Road Fforestfach",Swansea,SA55AA,,"'01792 581666",NHS
"Fforestfach Medical Group (Powell Practice)","GP Surgeries","GP services","Ravenhill Road Fforestfach",Swansea,SA55AA,,"'01792 581666",NHS
"Ffynnongroew  Surgery","GP Surgeries","GP services","Main Road, Ffynnongroyw",Flintshire,CH89SL,,"'01745 560322",NHS
"Foelas Unit",Hospitals,,"Aber Road, Llanfairfechan",Conwy,"LL33 0HH",26/09/2016,"'01248 682682",NHS
"Forest View Medical Centre","GP Surgeries","GP services","Forest View Medical Centre, Abergorki Industrial Estate,",Treorchy,"CF42 6DL",16/10/2023,"'01443 773595",NHS
"Forge Road Surgery","GP Surgeries","GP services","Forge Road",Wrexham,"LL11 5RR",23/05/2017,"'01978 758311",NHS
"Foundry Town Clinic","GP Surgeries","GP services","74 Monk Street",Aberdare,"CF44 7PA",10/03/2026,"'01685 875906",NHS
"Dixton Surgery","GP Surgeries","GP services","Dixton Road",Monmouth,"NP25 3PL",,"'01600 712152",NHS
"Dolgellau & Barmouth District Hospital",Hospitals,,Dolgellau,Gwynedd,"LL40 1NT",21/03/2018,"'01341 422479",NHS
Dolwenith,"GP Surgeries","GP services","Snowdon Street",Gwynedd,"LL54 6NG",,"'01286 880202",NHS
"Dowlais Medical Practice","GP Surgeries","GP services","Ivor Street","Merthyr Tydfil","CF48 3LU",,"'01685 721400",NHS
"Dr Anwar's Surgery","GP Surgeries","GP services","4 Corporation Road Grangetown",Grangetown,"CF11 7AT",,"'029 2023 1259",NHS
"Dr G Priar The Surgery","GP Surgeries","GP services","Pant Street",Bargoed,"CF81 9BB",,"'01443 831185",NHS
"Whitland Dental Co.","Dental Practices",Dental,"6 King Edward Street",Whitland,"SA34 0AA",18/06/2025,,"NHS, Private/Independent"
"Dr H Wilkes & Partners","GP Surgeries","GP services","Briton Ferry Health Centre Brunel Way","Briton Ferry","SA11 2FP",,"'01639 825265",NHS
"Abersychan Group Practice","GP Surgeries","GP services",Pontypool,Torfaen,NP47BH,,"'01495 772239",NHS
"Dr Lodhi","GP Surgeries","GP services","The Quay Health Centtre, Fron Road",Flintshire,CH54PJ,,"'01244 812217",NHS
"Dr M Wasim, The Surgery","GP Surgeries","GP services","79 Excelsior Street","Ebbw Vale","NP23 6UD",,"'01495 370888",NHS
"Dulais Valley Primary Care Centre","GP Surgeries","GP services",Nant-y-Cafn,"Seven Sisters","SA10 9EU",04/07/2024,"'01639 700203",NHS
"Dyfed Road Surgery","GP Surgeries","GP services","Dyfed Road",Neath,"SA11 3AW",04/03/2019,"'01639 635331",NHS
"Eastside Dental Centre","Dental Practices",Dental,"Beacon Centre for Health Langdon Road",Swansea,"SA1 8QY",12/01/2022,"'01792 642733","NHS, Private/Independent"
"Eastgate Dental Surgery","Dental Practices",Dental,"29 Eastgate Street",Aberystwyth,"SY23 2AR",06/01/2022,"'01970 612457","NHS, Private/Independent"
"Edwards Dental Health Centre","Dental Practices",Dental,"12 New Street",Cwmbran,"NP44 1EE",10/04/2018,"'01633 484984",Private/Independent
"Eglwysbach Surgery","GP Surgeries","GP services","Berw Road Pontypridd",Pontypridd,"CF37 2AA",,"'01443 406811",NHS
"Eirlys Dental Practice","Dental Practices",Dental,"Bridge Street",Dolgellau,"LL40 1AU",30/08/2022,,"NHS, Private/Independent"
"Elaine's Beauty Spot",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","1 Bridge Street",Knighton,"LD7 1BT",25/06/2026,"'01547 520777",Private/Independent
"Elegant Dental Care (formally Bush Street Dental Practice)","Dental Practices",Dental,"63 Bush Street, Pembroke Dock",Pembrokeshire,"SA72 6DE",28/11/2024,"'01646 681114",Private/Independent
"Ellen Davies Dental Practice","Dental Practices",Dental,"4a Barons Close House","Llantwit Major","CF61 1XY",30/01/2017,"'01446 792323",NHS
"Elmhurst Orthodontic Clinic","Dental Practices",Dental,"Garth Road",Gwynedd,"LL57 2RT",22/07/2022,"'01248 362592","NHS, Private/Independent"
"Ely Bridge Surgery","GP Surgeries","GP services","23 Mill Road Ely",Ely,CF54AD,,"'029 2056 1808",NHS
"Eryl Surgery","GP Surgeries","GP services","Station Road","Llantwit Major","CF61 1ST",13/03/2024,"'01446 793444",NHS
"Eryri Hospital",Hospitals,,"Lon Parc",Caernarfon,"LL55 2YE",,"'01286 672481",NHS
"Bron y Garn Surgery","GP Surgeries","GP services","Maesteg Hospital Neath Road",Maesteg,"CF34 9PW",,"'01656 754200",NHS
"Bronglais General Hospital",Hospitals,"Maternity, Paediatric, Ionising radiation (e.g. Radiotherapy), A&E","Caradoc Road",Aberystwyth,"SY23 1ER",18/12/2025,"'01970 623131",NHS
"Bronllys Hospital",Hospitals,,Bronllys,Brecon,"LD3 0LY",12/09/2025,"'01874 711255",NHS
"Bronllys Surgery","GP Surgeries","GP services",Bronllys,Anglesey,"LL60 6BP",,"'01407 840294",NHS
"Bronyffynnon Surgery","GP Surgeries","GP services","24 Bridge Street",Denbighshire,"LL16 3TF",,"'01745 814422",NHS
"Brookside Medical Centre (LHB)","GP Surgeries","GP services","Heol Afon Taf","Merthyr Tydfil","CF48 4DT",13/03/2018,"'01443 693249",NHS
"Brunswick Health Centre","GP Surgeries","GP services","Phillips Parade",Swansea,"SA1 4JL",,"'01792 643001",NHS
"Bryant Dental Practice Ltd","Dental Practices",Dental,"17-19 High Street",Treorchy,"CF42 6AA",09/12/2021,"'01443 773844",Private/Independent
"Bryn Beryl Hospital",Hospitals,,"Caernarfon Road",Pwllheli,"LL53 6TT",18/07/2018,"'03000 850014",NHS
"Bryn Darland Surgery","GP Surgeries","GP services","53 High Street",Wrexham,"LL11 3SA",15/06/2017,"'01978 720285",NHS
"Bryn Hesketh Unit",Hospitals,"Mental Health","Hesketh Road","Colwyn Bay","LL29 8AT",03/02/2023,"'01492 807512",NHS
"Bryn Siriol Dental Practice","Dental Practices",Dental,"Gwernaffield Road",Flintshire,"CH7 1RA",08/03/2023,"'01352 758707","NHS, Private/Independent"
"Bryn Surgery (Llynfi)","GP Surgeries","GP services","Maesteg Road","Port Talbot","SA13 2RW",,"'01639 896496",NHS
"Bryn y Neuadd Hospital",Hospitals,"Mental Health, Learning Disability","Aber Road",Llanfairfechan,"LL33 0HH",25/04/2025,"'01248 682682",NHS
"Brynderwen Surgery","GP Surgeries","GP services","Crickhowell Road",Cardiff,CF30EF,21/02/2022,"'029 2079 9921",NHS
"Bryngwyn Surgery","GP Surgeries","GP services","4 Bryngwyn Road",Newport,"NP20 4JS",04/12/2023,"'01633 263463",NHS
"Brynhyfryd Dental Practice","Dental Practices",Dental,"Unit 1, Cwmbwrla Workshops, Ysguborfach Street",Swansea,"SA1 2DD",22/04/2019,"'01792 462295","NHS, Private/Independent"
"Brynhyfryd Medical Centre","GP Surgeries","GP services","499 Llangyfelach Road",Swansea,SA59EA,28/10/2025,"'01792 532185",NHS
"Brynamman Surgery (de-registered 01/04/2026)","Dental Practices",Dental,"34 Station Road",Ammanford,"SA18 1SF",15/05/2024,"'01269 825418","NHS, Private/Independent"
"Ammanford Surgery","Dental Practices",Dental,"Brynteg Terrace",Ammanford,"SA18 3AU",13/05/2026,"'01269 597577","NHS, Private/Independent"
"Brynteg Dental Practice","Dental Practices",Dental,"Brynteg House Danybanc",Carmarthen,"SA31 1JN",30/01/2024,"'01267 236623",NHS
"Brynteg Surgery","GP Surgeries","GP services","Brynmawr Avenue",Ammanford,"SA18 2DA",20/04/2017,"'01269 592058",NHS
"Bryntirion Dental Surgery","Dental Practices",Dental,"23 Sir Ivors Road",Pontllanfraith,"NP12 2JH",06/06/2024,"'01495 224885","NHS, Private/Independent"
"Bryntirion Hospital",Hospitals,,,Llanelli,"SA15 3DX",,"'01554 756567",NHS
"Bryntirion Surgery","GP Surgeries","GP services","West Street",Bargoed,"CF81 8SA",15/06/2020,"'01443 830796",NHS
"Clydach Primary Care Centre","GP Surgeries","GP services","80 High Street Clydach",Swansea,SA65LN,,"'01792 843831",NHS
"Nant y Glyn Community Mental Health Team",Clinics,"Mental Health","Nant Y Glyn Mental Health Resource Centre, 10 Nant Y Glyn Road","Colwyn Bay","LL29 7RB",25/04/2024,"'0300 085 0049",NHS
"Coach & Horses Surgery","GP Surgeries","GP services","The Car Park","St Clears","SA33 4AA",02/01/2025,"'01994 230379",NHS
"Coalbrook Surgery","GP Surgeries","GP services","Coalbrook Road","Pontyberem, Carmarthenshire","SA15 5HU",12/02/2025,"'01269 870207",NHS
"Cockett Surgery","GP Surgeries","GP services","4 Lon Teify Cockett",Swansea,SA20YB,,"'01792 202700",NHS
"Coed Du Hall",Hospitals,,"Nantalyn Road Rhydymwyn",Mold,"CH7 5HA",02/10/2025,"'01352 740137",Private/Independent
"Coed y Glyn Surgery","GP Surgeries","GP services","Church Street",Anglesey,"LL77 7DU",,"'01248 722229",NHS
"Colchester Dental Surgery","Dental Practices",Dental,"1-3 Lady Margaret Court",Penylan,"CF23 9AW",28/02/2022,"'029 2046 5511",Private/Independent
"Colwyn Bay Community Hospital",Hospitals,,"Hesketh Road","Colwyn Bay","LL29 8AY",,"'01492 515218",NHS
"Community Centre","GP Surgeries","GP services","High Street",Wrexham,"LL11 5LH",,"'01352 770212",NHS
"Complexion Medispa and Laser Clinic",Clinics,,"35 Backhall Street, Caerleon",Newport,"NP18 1AR",28/02/2020,"'01633 861166",Private/Independent
"Compton House Dental Practice","Dental Practices",Dental,"20 Penprysg Road",Pencoed,"CF35 6SS",04/01/2024,"'01656 864880","NHS, Private/Independent"
"Connah’s Quay Dental Practice Ltd","Dental Practices",Dental,"107a High Street",Flintshire,"CH5 4DF",17/12/2021,"'01244 831896",Private/Independent
"MyDentist – Llanrwst","Dental Practices",Dental,"42 Station Road",Conwy,"LL26 0BT",24/04/2018,"'01492 640418","NHS, Private/Independent"
"Copper Sun Dental Ltd","Dental Practices",Dental,"12 Grosvenor Road",Flintshire,"CH7 1EJ",26/11/2021,"'01352 752795","NHS, Private/Independent"
"Corwen Family Practice","GP Surgeries","GP services","Green Lane",Denbighshire,"LL21 0DN",12/04/2022,"'01490 412362",NHS
"Corwen House","GP Surgeries","GP services","Market Place",Gwynedd,"LL54 6NN",,"'01286 880336",NHS
CosmeticliniC,Hospitals,"Laser - non-surgical (e.g. hair or tattoo removal)","Bedwas Health Centre East Avenue Bedwas",Caerphilly,"CF83 8AE",05/03/2026,"'02920 864989",Private/Independent
"County Hospital",Hospitals,"Mental Health","Coed y Gric Road Griffithstown",Pontypool,NP45YA,09/05/2024,"'01495 768768",NHS
"Court House Medical Practice","GP Surgeries","GP services","Heol Bro Wen",Caerphilly,"CF83 3GH",14/03/2017,"'029 20 887316",NHS
"Court Road Dental Practice","Dental Practices",Dental,"4 Court Road",Bridgend,"CF31 1BN",08/06/2022,"'01656 652041","NHS, Private/Independent"
"Court Road Surgery","GP Surgeries","GP services","29 Court Road",Barry,"CF63 4YD",04/12/2024,"'01446 733181",NHS
"Courtland Dental Centre","Dental Practices",Dental,"23 Courtland Terrace","Merthyr Tydfil","CF47 0DT",15/01/2025,"'01685 383388","NHS, Private/Independent"
"Cowbridge & Vale Medical Practice","GP Surgeries","GP services","Cowbridge Health Centre The Broad Shoard",Cowbridge,"CF71 7DA",20/05/2026,"'01446 772237",NHS
"Cowbridge Dental Care","Dental Practices",Dental,"30 High Street",Cowbridge,"CF71 7AG",26/10/2022,"'01446 773284",Private/Independent
"Bodywise Beauty Salon",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","54 Holton Road",Barry,"CF63 4HE",17/09/2025,"'01446 722211",Private/Independent
"Borras Park Surgery","GP Surgeries","GP services","Borras Park Road",Wrexham,"LL12 7TH",,"'01978 801960",NHS
"Borth Surgery","GP Surgeries","GP services","High Street",Borth,"SY24 5JE",,"'01970 871475",NHS
"British Pregnancy Advisory Service (BPAS) – Cardiff",Clinics,"Termination of Pregnancy","1st Floor Elgin House 106-107 St Mary Street",Cardiff,"CF10 1DX",28/06/2023,'02.92034503E9,Private/Independent
"British Pregnancy Advisory Service (BPAS) – Welshpool",Clinics,"Termination of Pregnancy","Victoria Memorial Hospital",Welshpool,"SY21 7DU",17/11/2025,"'08457 304030",Private/Independent
"Brackla Dental Practice","Dental Practices",Dental,"10 Whitethorn Drive Brackla",Bridgend,"CF31 2PQ",08/02/2024,"'01656 667755",Private/Independent
