company_name,company_number,registered_office_address,postcode,phone,website,sic_codes,company_status,date_of_creation,director_names,director_roles,officer_count,crm_detected,crm_confidence,crm_evidence,blast_segment,wisecall_tier,corporate_group,corporate_group_name,area,source,notes,email,branch_id,profile_url,rightmove_company_id
Arkwright & Co,,"22 King Street,, 
Saffron Walden,, 
CB10 1ES",CB10 1ES,01799 611271,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Saffron Walden,Rightmove Essex directory,branch_id:108955; profile:https://www.rightmove.co.uk/estate-agents/agent/Arkwright-and-Co/Saffron-Walden-108955.html; sales:Yes; lettings:No; phones:01799 611271,,108955,https://www.rightmove.co.uk/estate-agents/agent/Arkwright-and-Co/Saffron-Walden-108955.html,39250
Arkwright & Co,,"22 King Street, 
Saffron Walden, 
CB10 1ES",CB10 1ES,01799 619639,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Saffron Walden,Rightmove Essex directory,branch_id:272918; profile:https://www.rightmove.co.uk/estate-agents/agent/Arkwright-and-Co/Saffron-Walden-272918.html; sales:No; lettings:Yes; phones:01799 619639,,272918,https://www.rightmove.co.uk/estate-agents/agent/Arkwright-and-Co/Saffron-Walden-272918.html,39250
Ashleigh Stone,,"107 The Broadway,, 
Leigh-On-Sea,, 
SS9 1PG",SS9 1PG,01702 904156,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Leigh on Sea,Rightmove Essex directory,branch_id:269276; profile:https://www.rightmove.co.uk/estate-agents/agent/Ashleigh-Stone/Leigh-on-Sea-269276.html; sales:No; lettings:Yes; phones:01702 904156,,269276,https://www.rightmove.co.uk/estate-agents/agent/Ashleigh-Stone/Leigh-on-Sea-269276.html,17030
Ashleigh Stone,,"107 The Broadway,, 
Leigh-On-Sea,, 
SS9 1PG",SS9 1PG,01702 967591,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Leigh on Sea,Rightmove Essex directory,branch_id:42863; profile:https://www.rightmove.co.uk/estate-agents/agent/Ashleigh-Stone/Leigh-on-Sea-42863.html; sales:Yes; lettings:No; phones:01702 967591,,42863,https://www.rightmove.co.uk/estate-agents/agent/Ashleigh-Stone/Leigh-on-Sea-42863.html,17030
Ashton & Perkins,,"60 Victoria Road,, 
Romford,, 
RM1 2JH",RM1 2JH,01708 947401,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Romford,Rightmove Essex directory,branch_id:71472; profile:https://www.rightmove.co.uk/estate-agents/agent/Ashton-and-Perkins/Romford-71472.html; sales:Yes; lettings:Yes; phones:01708 206811; 01708 947401,,71472,https://www.rightmove.co.uk/estate-agents/agent/Ashton-and-Perkins/Romford-71472.html,2042
Ashton White Estates,,"140 High Street,, 
Billericay,, 
CM12 9DF",CM12 9DF,01277 674619,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Billericay,Rightmove Essex directory,branch_id:83463; profile:https://www.rightmove.co.uk/estate-agents/agent/Ashton-White-Estates/Billericay-83463.html; sales:Yes; lettings:Yes; phones:01277 674588; 01277 674619,,83463,https://www.rightmove.co.uk/estate-agents/agent/Ashton-White-Estates/Billericay-83463.html,27231
Aspire Estate Agents,,"227 High Road,, 
Benfleet,, 
SS7 5HZ",SS7 5HZ,01268 203954,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Benfleet,Rightmove Essex directory,branch_id:110183; profile:https://www.rightmove.co.uk/estate-agents/agent/Aspire-Estate-Agents/Benfleet-110183.html; sales:Yes; lettings:Yes; phones:01268 203954; 01268 978997,,110183,https://www.rightmove.co.uk/estate-agents/agent/Aspire-Estate-Agents/Benfleet-110183.html,15915
Aspire Lettings South East,,"Woods Farm, Grange Road,, 
Pleshey,, 
CM3 1HZ",CM3 1HZ,01245 959803,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Chelmsford,Rightmove Essex directory,branch_id:278477; profile:https://www.rightmove.co.uk/estate-agents/agent/Aspire-Lettings-South-East/Chelmsford-278477.html; sales:No; lettings:Yes; phones:01245 959803,,278477,https://www.rightmove.co.uk/estate-agents/agent/Aspire-Lettings-South-East/Chelmsford-278477.html,88919
Atlantic Estates,,"1 The Green,, 
London,, 
E4 7ES",E4 7ES,020 3907 3526,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,London,Rightmove Essex directory,branch_id:134441; profile:https://www.rightmove.co.uk/estate-agents/agent/Atlantic-Estates/London-134441.html; sales:Yes; lettings:Yes; phones:020 3834 7950; 020 3907 3526,,134441,https://www.rightmove.co.uk/estate-agents/agent/Atlantic-Estates/London-134441.html,42302
Attic Self Storage,,"Self Storage House,, 
806 Ripple Road,, 
Barking,, 
IG11 0TT",IG11 0TT,020 3917 4094,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Barking,Rightmove Essex directory,branch_id:296348; profile:https://www.rightmove.co.uk/estate-agents/agent/Attic-Self-Storage/Barking-296348.html; sales:No; lettings:Yes; phones:020 3917 4094,,296348,https://www.rightmove.co.uk/estate-agents/agent/Attic-Self-Storage/Barking-296348.html,97307
Auction House London,,"5 Hampstead Gate, 1A Frognal, Hampstead, London, NW3 6AL",NW3 6AL,020 7625 9007,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Essex,Rightmove Essex directory,branch_id:241058; profile:https://www.rightmove.co.uk/estate-agents/agent/Auction-House-London-241058.html; sales:Yes; lettings:No; phones:020 7625 9007,,241058,https://www.rightmove.co.uk/estate-agents/agent/Auction-House-London-241058.html,15261
Aventure Property,,"Radiant House, , 
28-30 Fowler Road,, 
Hainault Business Park,, 
Ilford,, 
IG6 3UT",IG6 3UT,020 8129 9039,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Radiant House,Rightmove Essex directory,branch_id:84045; profile:https://www.rightmove.co.uk/estate-agents/agent/Aventure-Property/Radiant-House-84045.html; sales:Yes; lettings:Yes; phones:020 8059 2178; 020 8129 9039,,84045,https://www.rightmove.co.uk/estate-agents/agent/Aventure-Property/Radiant-House-84045.html,27504
Ayers & Cruiks,,"Burgundy Court , 
64/66 Springfield Road,, 
Chelmsford,, 
CM2 6JY",CM2 6JY,01245 945231,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Chelmsford,Rightmove Essex directory,branch_id:259088; profile:https://www.rightmove.co.uk/estate-agents/agent/Ayers-and-Cruiks/Chelmsford-259088.html; sales:Yes; lettings:Yes; phones:01245 945231; 01245 945962,,259088,https://www.rightmove.co.uk/estate-agents/agent/Ayers-and-Cruiks/Chelmsford-259088.html,64964
Ayers & Cruiks,,"86-88 Baxter Avenue,, 
Southend-On-Sea,, 
SS2 6HZ",SS2 6HZ,01702 967372,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Southend,Rightmove Essex directory,branch_id:93788; profile:https://www.rightmove.co.uk/estate-agents/agent/Ayers-and-Cruiks/Southend-93788.html; sales:No; lettings:Yes; phones:01702 967372,,93788,https://www.rightmove.co.uk/estate-agents/agent/Ayers-and-Cruiks/Southend-93788.html,36101
Ayers & Cruiks,,"86 - 88 Baxter Avenue,, 
Southend-On-Sea,, 
SS2 6HZ",SS2 6HZ,01702 967362,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Southend,Rightmove Essex directory,branch_id:213308; profile:https://www.rightmove.co.uk/estate-agents/agent/Ayers-and-Cruiks/Southend-213308.html; sales:Yes; lettings:Yes; phones:01702 967362; 01702 967885,,213308,https://www.rightmove.co.uk/estate-agents/agent/Ayers-and-Cruiks/Southend-213308.html,64964
B Bailey Property Management Ltd,,"118/120 Cranbrook Road, 
, 
Ilford, 
Essex, IG1 4LZ",IG1 4LZ,020 3872 8960,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Ilford,Rightmove Essex directory,branch_id:3074; profile:https://www.rightmove.co.uk/estate-agents/agent/B-Bailey-Property-Management-Ltd/Ilford-3074.html; sales:No; lettings:Yes; phones:020 3872 8960,,3074,https://www.rightmove.co.uk/estate-agents/agent/B-Bailey-Property-Management-Ltd/Ilford-3074.html,726
BNP Paribas Real Estate Advisory & Property Management UK Limited,,"Coval Hall, , 
Rainsford Road,, 
Chelmsford,, 
CM1 2QF",CM1 2QF,01245 945140,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,"Strutt & Parker, Chelmsford",Rightmove Essex directory,branch_id:269873; profile:https://www.rightmove.co.uk/estate-agents/agent/BNP-Paribas-Real-Estate-Advisory-and-Property-Management-UK-Limited/Strutt-and-Parker-Chelmsford-269873.html; sales:Yes; lettings:Yes; phones:01245 945033; 01245 945140,,269873,https://www.rightmove.co.uk/estate-agents/agent/BNP-Paribas-Real-Estate-Advisory-and-Property-Management-UK-Limited/Strutt-and-Parker-Chelmsford-269873.html,34276
Bairstow Eves,,"74 Station Parade, Barking, Essex, IG11 8EA",IG11 8EA,020 3835 3579,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Barking,Rightmove Essex directory,branch_id:218; profile:https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Barking-218.html; sales:Yes; lettings:No; phones:020 3835 3579,,218,https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Barking-218.html,45
Bairstow Eves,,"31 High Street, Barkingside, Ilford, Essex, IG6 2AD",IG6 2AD,020 3869 5975,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Barkingside,Rightmove Essex directory,branch_id:219; profile:https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Barkingside-219.html; sales:Yes; lettings:No; phones:020 3869 5975,,219,https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Barkingside-219.html,45
Bairstow Eves,,"44 Southernhay, Basildon, Essex, SS14 1ET",SS14 1ET,01268 202635,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Basildon,Rightmove Essex directory,branch_id:220; profile:https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Basildon-220.html; sales:Yes; lettings:No; phones:01268 202635,,220,https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Basildon-220.html,45
Bairstow Eves,,"125 High Street, Billericay, Essex, CM12 9AH",CM12 9AH,01277 674183,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Billericay,Rightmove Essex directory,branch_id:221; profile:https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Billericay-221.html; sales:Yes; lettings:No; phones:01277 674183,,221,https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Billericay-221.html,45
Bairstow Eves,,"14 Great Square, Braintree, Essex, CM7 1UY",CM7 1UY,01376 315826,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Braintree,Rightmove Essex directory,branch_id:222; profile:https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Braintree-222.html; sales:Yes; lettings:No; phones:01376 315826,,222,https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Braintree-222.html,45
Bairstow Eves,,"2 High Street, Brentwood, Essex, CM14 4AB",CM14 4AB,01277 674238,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Brentwood,Rightmove Essex directory,branch_id:223; profile:https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Brentwood-223.html; sales:Yes; lettings:No; phones:01277 674238,,223,https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Brentwood-223.html,45
Bairstow Eves,,"20 Station Road, Burnham on Crouch, Essex, CM0 8BQ",CM0 8BQ,01621 731481,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Burnham on Crouch,Rightmove Essex directory,branch_id:225; profile:https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Burnham-on-Crouch-225.html; sales:Yes; lettings:No; phones:01621 731481,,225,https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Burnham-on-Crouch-225.html,45
Bairstow Eves,,"Unit 2, 
Lakeside Business Village, 
Fleming Road,, 
Chafford Hundred,, 
Grays,, 
RM16 6EW",RM16 6EW,01375 803536,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Chafford Hundred,Rightmove Essex directory,branch_id:3780; profile:https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Chafford-Hundred-3780.html; sales:Yes; lettings:No; phones:01375 803536,,3780,https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Chafford-Hundred-3780.html,45
Bairstow Eves,,"110, 
High Road, 
Chigwell, 
IG7 6PL",IG7 6PL,020 3879 4388,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Chigwell,Rightmove Essex directory,branch_id:276; profile:https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Chigwell-276.html; sales:Yes; lettings:No; phones:020 3879 4388,,276,https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Chigwell-276.html,45
Bairstow Eves,,"67-69 Station Road Clacton-On-Sea, 
CO15 1SB",CO15 1SB,01255 440524,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Clacton on Sea,Rightmove Essex directory,branch_id:229; profile:https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Clacton-on-Sea-229.html; sales:Yes; lettings:No; phones:01255 440524,,229,https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Clacton-on-Sea-229.html,45
Bairstow Eves,,"20 Collier Row Road, Collier Row, Romford, Essex, RM5 3NX",RM5 3NX,01708 202356,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Collier Row,Rightmove Essex directory,branch_id:231; profile:https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Collier-Row-231.html; sales:Yes; lettings:No; phones:01708 202356,,231,https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Collier-Row-231.html,45
Bairstow Eves,,"252 Heathway, Dagenham, Essex, RM10 8QS",RM10 8QS,020 3866 8895,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Dagenham,Rightmove Essex directory,branch_id:232; profile:https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Dagenham-232.html; sales:Yes; lettings:No; phones:020 3866 8895,,232,https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Dagenham-232.html,45
Bairstow Eves,,"38 The Broadway, Elm Park, Hornchurch, Essex, RM12 4RN",RM12 4RN,01708 984088,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Elm Park,Rightmove Essex directory,branch_id:236; profile:https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Elm-Park-236.html; sales:Yes; lettings:No; phones:01708 984088,,236,https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Elm-Park-236.html,45
Bairstow Eves,,"106 Whitmore Way,, 
Basildon,, 
SS14 3JT",SS14 3JT,01268 202646,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Fryerns,Rightmove Essex directory,branch_id:8813; profile:https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Fryerns-8813.html; sales:Yes; lettings:No; phones:01268 202646,,8813,https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Fryerns-8813.html,45
Bairstow Eves,,"45 Orsett Road, Grays, Essex, RM17 5HJ",RM17 5HJ,01375 803553,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Grays,Rightmove Essex directory,branch_id:240; profile:https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Grays-240.html; sales:Yes; lettings:No; phones:01375 803553,,240,https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Grays-240.html,45
Bairstow Eves,,"16 North Street, Hornchurch, Essex, RM11 1RH",RM11 1RH,01708 204792,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Hornchurch,Rightmove Essex directory,branch_id:243; profile:https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Hornchurch-243.html; sales:Yes; lettings:No; phones:01708 204792,,243,https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Hornchurch-243.html,45
Bairstow Eves,,"33 Upminster Road South, Rainham, Essex, RM13 9YS",RM13 9YS,01708 973283,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Rainham,Rightmove Essex directory,branch_id:251; profile:https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Rainham-251.html; sales:Yes; lettings:No; phones:01708 973283,,251,https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Rainham-251.html,45
Bairstow Eves,,"110 High St, Rayleigh, Essex, SS6 7BY",SS6 7BY,01268 202735,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Rayleigh,Rightmove Essex directory,branch_id:252; profile:https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Rayleigh-252.html; sales:Yes; lettings:No; phones:01268 202735,,252,https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Rayleigh-252.html,45
Bairstow Eves,,"132 South Street, , 
Romford,, 
Essex,, 
RM1 1TE",RM1 1TE,01708 961674,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Romford,Rightmove Essex directory,branch_id:253; profile:https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Romford-253.html; sales:Yes; lettings:No; phones:01708 961674,,253,https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Romford-253.html,45
Bairstow Eves,,"125 Daiglen Drive, 
South Ockendon, 
RM15 5EH",RM15 5EH,01708 205245,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,South Ockendon,Rightmove Essex directory,branch_id:258; profile:https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/South-Ockendon-258.html; sales:Yes; lettings:No; phones:01708 205245,,258,https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/South-Ockendon-258.html,45
Bairstow Eves,,"373 Southchurch Road, Southend on Sea, Essex, SS1 2PQ",SS1 2PQ,01702 967948,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Southend-on-Sea,Rightmove Essex directory,branch_id:260; profile:https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Southend-on-Sea-260.html; sales:Yes; lettings:No; phones:01702 967948,,260,https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Southend-on-Sea-260.html,45
Bairstow Eves,,"40 Newland Street,, 
Witham,, 
CM8 2AR",CM8 2AR,01376 311537,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Witham,Rightmove Essex directory,branch_id:269; profile:https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Witham-269.html; sales:Yes; lettings:No; phones:01376 311537,,269,https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Witham-269.html,45
Bairstow Eves,,"411 - 413 High Road, Woodford Green, Essex, IG8 0XG",IG8 0XG,020 3835 6392,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Woodford Green,Rightmove Essex directory,branch_id:598; profile:https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Woodford-Green-598.html; sales:Yes; lettings:No; phones:020 3835 6392,,598,https://www.rightmove.co.uk/estate-agents/agent/Bairstow-Eves/Woodford-Green-598.html,45
